	ATA_1	ATA_2	ATA_3	HC_IgG_1	HC_IgG_2	HC_IgG_3	IFNa_1	IFNa_2	IFNa_3
ENSG00000223455	0	0	0	0	0	0	0	0	0
ENSG00000221402	0	0	0	0	0	0	0	0	0
ENSG00000220842	63	66	58	40	56	50	66	74	72
ENSG00000234522	0	0	0	0	0	0	0	0	0
ENSG00000203805	323	647	404	363	392	469	482	395	507
ENSG00000265239	0	0	0	0	0	0	0	0	0
ENSG00000177234	26	24	56	26	34	26	60	28	52
ENSG00000274461	121	62	109	112	40	124	98	90	68
ENSG00000227165	12	0	16	0	10	25	10	8	10
ENSG00000287936	0	0	0	0	0	0	0	0	0
ENSG00000120008	7237	8078	6698	5521	5862	6705	6600	6014	6762
ENSG00000271670	7	0	0	0	0	0	2	0	0
ENSG00000227307	0	0	0	0	0	0	0	0	0
ENSG00000278484	0	0	0	0	0	0	0	0	0
ENSG00000236762	2	0	0	0	0	2	0	0	0
ENSG00000227143	0	0	0	0	0	0	0	0	0
ENSG00000222979	0	0	0	0	0	0	0	0	0
ENSG00000066468	0	18	8	2	4	6	0	2	0
ENSG00000223432	0	0	0	0	0	0	0	0	0
ENSG00000223540	0	0	0	0	0	0	0	0	0
ENSG00000224250	0	0	0	0	0	0	0	0	0
ENSG00000107669	2289	2568	2723	1774	1925	2500	2194	2014	2742
ENSG00000201884	0	0	0	0	0	0	0	0	0
ENSG00000226864	34	16	0	8	12	0	8	2	0
ENSG00000276742	2	0	0	0	0	0	0	2	0
ENSG00000107672	1280	1403	1327	1013	959	934	1190	1047	1220
ENSG00000273891	2	0	2	2	4	12	10	0	0
ENSG00000138162	1173	1429	1438	846	1019	1045	1186	980	1412
ENSG00000285715	0	2	0	0	0	0	0	0	0
ENSG00000285973	0	0	0	0	0	0	0	0	0
ENSG00000138152	10	0	40	10	4	0	4	12	0
ENSG00000202245	0	0	0	0	0	0	0	0	0
ENSG00000107679	5146	6249	5831	4280	4763	4971	5068	4568	5395
ENSG00000265442	4	0	6	0	0	0	0	0	0
ENSG00000285955	12	12	0	12	0	18	0	0	0
ENSG00000254636	2	0	0	0	0	0	0	0	0
ENSG00000166033	15489	17295	17670	11723	12909	14649	15935	14063	14942
ENSG00000187908	0	0	4	0	0	0	0	0	0
ENSG00000286114	0	0	0	0	0	0	0	0	0
ENSG00000286135	0	0	0	0	0	0	0	0	0
ENSG00000183559	0	0	0	0	0	0	0	0	0
ENSG00000176584	0	0	0	0	0	0	0	0	0
ENSG00000138161	34	2	8	25	35	24	50	27	9
ENSG00000286088	56	18	46	37	60	38	62	34	33
ENSG00000213185	81	44	120	44	86	58	69	30	46
ENSG00000255624	16	36	46	0	2	26	8	2	24
ENSG00000203795	0	2	0	0	0	0	0	0	0
ENSG00000119965	592	639	604	437	680	532	547	420	499
ENSG00000179988	91	70	158	71	54	90	74	85	109
ENSG00000095574	1832	2013	1739	1166	1560	1298	1492	1366	1633
ENSG00000196177	1460	1498	1011	920	1235	1289	1346	1263	1220
ENSG00000188620	0	0	0	0	0	0	0	0	0
ENSG00000188816	0	0	0	0	0	0	0	0	0
ENSG00000154473	2988	3415	3778	2192	2758	2992	3239	2542	2778
ENSG00000227586	0	0	0	0	0	0	0	0	0
ENSG00000265463	0	0	0	0	0	0	0	0	0
ENSG00000270902	0	0	0	0	0	0	0	0	0
ENSG00000230131	2	4	3	3	0	11	0	0	0
ENSG00000225152	0	0	0	0	0	0	0	0	0
ENSG00000286344	0	0	0	0	0	0	0	0	0
ENSG00000234542	0	0	0	0	0	0	0	0	0
ENSG00000154478	0	0	0	0	0	0	0	0	0
ENSG00000121898	42	82	44	16	46	58	26	44	52
ENSG00000221293	0	0	0	0	0	0	0	0	0
ENSG00000231138	0	0	0	0	0	0	0	0	0
ENSG00000221437	0	0	0	0	0	0	0	0	0
ENSG00000234677	0	0	0	0	0	0	0	0	0
ENSG00000287768	0	0	0	0	0	0	0	0	0
ENSG00000213438	4	0	0	0	0	0	0	0	0
ENSG00000232334	0	4	0	15	5	10	16	6	6
ENSG00000182022	5998	5534	3378	4097	3527	4491	4299	3418	3646
ENSG00000065154	3211	3642	3285	2195	2448	2908	3303	2788	2991
ENSG00000229544	0	0	12	0	0	0	0	0	4
ENSG00000271434	0	0	0	0	0	0	0	0	0
ENSG00000107902	38	54	38	40	31	40	56	30	28
ENSG00000229455	0	0	0	5	0	0	0	0	0
ENSG00000258539	606	753	784	480	657	496	612	559	697
ENSG00000189319	858	1236	790	700	842	932	928	784	1100
ENSG00000278831	4	12	0	4	0	0	2	6	0
ENSG00000233334	2	2	0	0	0	0	4	2	18
ENSG00000203791	752	763	909	596	671	550	611	630	834
ENSG00000199466	0	0	0	0	0	0	0	0	0
ENSG00000165660	2202	2911	2573	1466	1866	2281	2172	1841	2086
ENSG00000207494	0	0	0	0	0	0	0	0	0
ENSG00000214807	0	0	0	0	0	0	0	0	0
ENSG00000249456	687	685	503	488	491	466	708	604	579
ENSG00000019995	3566	3823	3271	2649	2819	2950	3223	2752	3458
ENSG00000226899	0	0	0	0	0	0	0	0	0
ENSG00000175029	3175	3429	2794	2312	2681	2927	3304	2794	3137
ENSG00000273599	18	32	18	18	2	0	4	10	14
ENSG00000264572	12	0	0	0	6	4	12	0	10
ENSG00000282787	0	0	0	0	2	0	4	0	4
ENSG00000214298	0	0	0	0	0	0	0	0	0
ENSG00000233135	0	0	0	0	0	0	0	0	0
ENSG00000237675	0	0	0	0	0	0	0	0	0
ENSG00000175018	0	0	0	0	0	0	0	0	0
ENSG00000214297	0	0	8	0	2	4	2	2	0
ENSG00000228021	12	0	0	0	4	0	4	0	0
ENSG00000224023	26	54	37	10	18	44	14	32	24
ENSG00000280561	12	34	33	4	10	0	12	26	2
ENSG00000234134	0	1	0	1	3	0	8	13	0
ENSG00000107938	1716	2088	1943	1298	1534	1684	1884	1404	1887
ENSG00000236991	8	0	0	0	0	0	0	0	0
ENSG00000154485	6	0	0	8	0	0	6	2	0
ENSG00000188690	1018	1218	1187	904	973	1020	1097	893	1556
ENSG00000265092	0	0	0	0	0	0	0	0	0
ENSG00000107949	1502	1882	2088	1039	1487	1530	1774	1416	1813
ENSG00000089876	2563	2647	2859	1724	1998	2115	2172	1981	2267
ENSG00000215972	0	0	0	0	0	0	0	0	0
ENSG00000222629	0	8	0	0	0	0	0	0	6
ENSG00000203780	59	36	76	42	54	42	47	48	45
ENSG00000234016	0	0	0	0	0	0	0	0	0
ENSG00000233409	0	0	0	0	0	0	0	0	0
ENSG00000148848	683	786	746	482	706	700	616	606	748
ENSG00000222740	0	0	0	0	0	0	0	0	0
ENSG00000213170	0	0	0	0	0	0	0	0	0
ENSG00000287609	0	0	0	0	0	0	0	0	0
ENSG00000235180	0	0	0	0	0	4	0	0	0
ENSG00000154493	0	0	0	0	0	0	0	0	0
ENSG00000287326	0	0	0	0	0	0	0	0	0
ENSG00000221717	0	0	0	0	0	0	0	0	0
ENSG00000199321	0	0	0	0	0	0	0	0	0
ENSG00000150760	8811	11316	9852	7418	7989	9567	9266	7691	9209
ENSG00000202487	2	0	0	0	4	0	4	0	0
ENSG00000223528	14	2	19	11	6	22	4	4	6
ENSG00000232935	8	2	0	6	2	4	0	4	2
ENSG00000188916	16	10	14	5	8	24	20	10	10
ENSG00000214285	0	0	0	0	0	0	0	0	0
ENSG00000279725	0	0	0	0	0	0	0	0	0
ENSG00000188722	0	0	0	0	0	0	0	0	0
ENSG00000186766	0	0	0	0	0	0	0	0	0
ENSG00000270778	0	0	0	0	0	0	0	0	0
ENSG00000180745	0	0	0	0	4	0	0	0	0
ENSG00000132334	14048	14866	14111	9927	10542	12520	13534	11379	13050
ENSG00000232259	0	0	0	4	0	0	0	0	0
ENSG00000227076	16	0	31	36	12	58	50	6	0
ENSG00000287427	2	0	0	0	6	0	8	3	22
ENSG00000148773	1014	1274	2129	654	960	800	977	800	1191
ENSG00000280953	0	0	0	0	0	0	0	0	0
ENSG00000234640	0	0	0	0	0	0	0	0	0
ENSG00000224190	0	0	0	0	0	0	0	0	0
ENSG00000232985	0	0	0	0	0	0	0	0	0
ENSG00000287361	0	0	0	0	0	0	0	0	0
ENSG00000225424	0	0	0	0	0	0	0	0	0
ENSG00000285615	0	0	0	0	0	0	0	0	0
ENSG00000170430	165	154	138	78	122	136	139	78	154
ENSG00000266061	0	0	0	0	0	0	0	0	0
ENSG00000287466	0	0	0	0	0	0	0	0	0
ENSG00000237224	0	0	0	0	0	0	0	0	0
ENSG00000227374	16	2	0	0	0	4	0	0	0
ENSG00000283141	0	0	0	2	0	0	0	2	0
ENSG00000108001	95	100	77	44	54	44	94	84	74
ENSG00000275327	0	0	0	0	0	0	0	0	0
ENSG00000266676	0	0	0	0	0	0	0	0	0
ENSG00000275005	0	0	0	0	0	0	0	0	0
ENSG00000287997	0	0	0	0	0	0	0	0	0
ENSG00000237489	18	0	42	12	8	16	43	24	18
ENSG00000277218	0	8	10	2	8	6	2	0	0
ENSG00000233122	6	0	0	14	6	0	6	0	10
ENSG00000233319	0	0	0	0	0	4	0	2	0
ENSG00000108010	1292	2256	1760	1082	1281	1204	1291	1053	1284
ENSG00000236303	0	0	0	0	4	0	0	4	0
ENSG00000276375	0	0	0	0	0	0	0	0	0
ENSG00000222997	0	0	0	0	0	0	0	0	0
ENSG00000285529	0	0	0	0	0	0	0	0	0
ENSG00000264803	0	0	0	0	0	0	0	0	0
ENSG00000266057	0	0	0	0	0	0	0	0	0
ENSG00000176769	0	0	0	0	0	0	0	0	0
ENSG00000230098	0	0	0	0	0	0	0	0	0
ENSG00000265977	0	0	0	0	0	0	0	0	0
ENSG00000189275	0	0	0	0	0	0	0	0	0
ENSG00000286295	0	0	0	0	0	0	0	0	0
ENSG00000280446	0	0	0	0	0	0	0	0	0
ENSG00000175470	1559	1865	1503	1180	1349	1594	1573	1637	1703
ENSG00000176171	5505	6041	6571	4175	5249	5793	5765	5491	6104
ENSG00000277959	32	43	12	11	4	42	21	10	24
ENSG00000273521	2	6	0	2	6	4	0	0	0
ENSG00000279982	2	10	10	4	0	14	10	16	0
ENSG00000188385	4	2	0	2	2	2	2	4	0
ENSG00000235010	0	0	0	0	0	0	0	0	0
ENSG00000151640	711	1157	939	681	761	938	964	714	889
ENSG00000165752	106	88	121	62	145	86	115	94	52
ENSG00000148814	380	552	281	246	208	270	284	256	343
ENSG00000171813	627	692	598	386	590	758	602	528	760
ENSG00000231705	0	0	0	0	2	0	0	0	0
ENSG00000234311	6	0	0	0	2	0	0	2	6
ENSG00000180066	0	0	0	0	0	0	0	0	0
ENSG00000226900	0	2	0	0	0	0	0	0	0
ENSG00000229081	6	20	0	6	0	18	0	0	0
ENSG00000068383	981	1076	1230	883	901	1068	1139	843	1257
ENSG00000148826	6	0	0	0	0	0	2	0	0
ENSG00000171811	12	44	30	26	45	37	74	51	44
ENSG00000232903	0	0	0	0	0	0	0	0	0
ENSG00000224758	0	0	0	0	0	0	0	0	0
ENSG00000240707	2	0	0	0	0	4	4	4	0
ENSG00000197177	0	6	2	2	0	0	0	2	6
ENSG00000256925	0	0	0	0	0	0	0	0	0
ENSG00000235264	2	0	0	0	0	0	0	0	0
ENSG00000171798	2	0	0	8	6	0	4	0	0
ENSG00000171794	0	0	0	0	0	2	0	0	0
ENSG00000151650	0	0	0	0	0	0	0	0	0
ENSG00000166917	0	0	0	0	0	0	0	0	0
ENSG00000273980	0	0	0	0	2	0	4	0	0
ENSG00000151651	10	46	72	51	26	6	21	32	18
ENSG00000130640	1454	1975	1607	1262	1225	1602	1378	1164	1592
ENSG00000235245	8	4	0	4	0	16	17	14	10
ENSG00000198546	266	322	222	190	228	332	372	284	364
ENSG00000283496	224	288	180	158	177	197	301	216	290
ENSG00000130643	0	0	14	0	2	0	0	0	4
ENSG00000230306	0	4	8	4	0	0	0	8	0
ENSG00000226699	8	0	0	0	0	17	2	0	2
ENSG00000165828	0	0	0	0	0	0	0	0	0
ENSG00000148803	176	222	138	97	134	160	148	106	132
ENSG00000127884	3946	5227	4388	2850	3767	3602	3910	3280	4456
ENSG00000265395	0	0	0	0	0	0	0	0	0
ENSG00000274685	0	0	0	0	0	0	0	0	0
ENSG00000148832	97	270	55	142	100	102	112	126	74
ENSG00000254536	941	1187	698	621	761	935	851	736	870
ENSG00000148824	1039	1255	870	694	840	1088	1006	793	960
ENSG00000203772	2	6	4	6	0	12	2	8	2
ENSG00000273327	0	0	0	0	2	0	0	0	0
ENSG00000214279	73	40	32	78	25	76	101	66	24
ENSG00000273336	8	0	0	6	2	0	0	0	14
ENSG00000266547	0	0	0	0	0	0	0	0	0
ENSG00000130649	0	0	0	2	2	2	4	10	12
ENSG00000278518	0	0	0	0	0	0	2	0	0
ENSG00000268925	0	0	0	0	0	0	0	0	0
ENSG00000286789	0	0	0	0	0	0	0	0	0
ENSG00000171772	14	0	0	8	0	0	0	0	0
ENSG00000288107	2	0	0	0	0	6	4	5	0
ENSG00000233685	0	0	0	0	0	0	0	0	0
ENSG00000287327	0	0	0	0	0	0	0	0	0
ENSG00000225899	0	0	0	0	0	0	0	0	0
ENSG00000213543	0	0	0	0	0	0	0	0	0
ENSG00000233435	8	14	14	10	22	2	0	0	0
ENSG00000230468	0	0	0	0	0	0	0	0	0
ENSG00000221108	0	0	0	0	0	0	0	0	0
ENSG00000237635	0	0	0	0	0	0	0	0	0
ENSG00000279626	0	0	0	0	0	0	0	0	0
ENSG00000278664	0	0	0	0	0	0	0	0	0
ENSG00000278761	0	0	0	0	0	0	0	0	0
ENSG00000278790	0	0	0	0	0	0	0	0	0
ENSG00000276046	0	0	0	0	0	0	0	0	0
ENSG00000276904	0	0	0	0	0	0	0	0	0
ENSG00000278641	0	0	0	0	0	0	0	0	0
ENSG00000226880	0	0	0	0	0	0	0	0	0
ENSG00000213147	0	0	0	0	0	0	0	0	0
ENSG00000261914	0	0	0	0	0	0	0	0	0
ENSG00000282994	0	0	0	0	0	0	0	0	0
ENSG00000282875	0	0	0	0	0	0	0	0	0
ENSG00000253826	0	0	0	0	0	0	0	0	0
ENSG00000224777	0	0	0	0	0	0	0	0	0
ENSG00000286255	0	0	0	0	0	0	0	0	0
ENSG00000254468	0	0	0	4	0	0	0	0	0
ENSG00000270921	0	0	0	1	0	0	0	0	0
ENSG00000230724	28	18	20	24	6	4	10	2	26
ENSG00000255229	0	0	0	0	0	0	0	0	0
ENSG00000280279	22	8	20	22	0	4	9	2	26
ENSG00000280136	2	0	0	4	0	6	9	6	2
ENSG00000222225	0	0	0	0	0	0	0	0	0
ENSG00000177951	1362	1405	1202	972	1090	1347	1373	1410	1571
ENSG00000268320	0	0	0	0	1	0	0	0	0
ENSG00000188076	0	0	0	0	1	0	0	0	0
ENSG00000177947	0	0	0	0	0	0	0	2	0
ENSG00000232495	156	222	176	135	168	212	240	215	263
ENSG00000254559	156	260	150	98	150	131	117	100	112
ENSG00000177963	6460	7757	6454	5926	5415	7169	5870	6139	6973
ENSG00000142082	230	292	196	188	159	228	239	186	226
ENSG00000185627	3774	4912	4372	3301	3842	3838	4099	4070	4847
ENSG00000277290	0	0	0	0	0	0	2	0	0
ENSG00000174885	614	1640	1698	422	372	992	612	392	2126
ENSG00000255026	0	0	0	0	0	0	0	0	0
ENSG00000142102	1071	1234	955	715	674	906	794	902	1038
ENSG00000206013	0	1	2	0	0	0	0	0	0
ENSG00000185201	72	94	88	46	72	82	80	72	74
ENSG00000255533	0	0	0	0	0	0	0	0	0
ENSG00000288681	478	305	382	111	128	208	206	178	256
ENSG00000185885	508	351	388	112	148	198	210	204	256
ENSG00000254910	2	18	10	0	0	0	4	6	0
ENSG00000251661	4	0	0	4	0	0	20	2	0
ENSG00000142089	1076	851	660	572	586	764	756	722	734
ENSG00000255089	0	0	0	0	0	0	0	4	0
ENSG00000255328	4	0	0	0	0	0	0	0	0
ENSG00000270972	0	0	0	0	0	0	0	0	0
ENSG00000182272	410	533	368	268	346	384	488	368	441
ENSG00000184363	2	38	0	2	2	0	2	0	0
ENSG00000185187	284	254	228	100	250	206	264	200	302
ENSG00000185101	2	36	24	0	8	0	6	0	46
ENSG00000243562	0	0	0	0	0	0	0	0	0
ENSG00000174915	867	1305	641	756	837	931	903	728	969
ENSG00000255237	0	0	0	2	0	0	0	0	0
ENSG00000023191	2665	3443	2577	1887	2545	2760	2723	2094	2986
ENSG00000288033	7	8	6	4	16	4	26	6	2
ENSG00000254739	14	38	2	12	21	6	10	2	14
ENSG00000174775	561	732	675	561	518	734	690	492	661
ENSG00000161328	109	90	22	73	101	59	70	64	79
ENSG00000185522	70	98	64	86	73	82	72	76	118
ENSG00000254815	2	32	20	0	2	0	6	0	22
ENSG00000099849	277	519	419	240	324	332	293	272	402
ENSG00000247095	12	8	14	7	8	0	0	12	0
ENSG00000199038	0	0	0	0	0	0	0	10	0
ENSG00000070047	2753	3823	3556	2292	2262	2859	2723	2618	3130
ENSG00000185507	2120	3154	2266	684	983	1205	1213	1068	1330
ENSG00000099834	2	0	0	0	0	2	4	0	0
ENSG00000070031	0	0	0	0	0	0	0	0	0
ENSG00000069696	0	10	0	18	2	0	0	0	6
ENSG00000177030	1439	1887	1305	1251	1333	1398	1468	1218	1536
ENSG00000255158	4	0	0	0	0	0	0	0	0
ENSG00000177106	270	230	201	204	239	234	242	224	272
ENSG00000177042	245	261	150	124	212	176	222	202	214
ENSG00000269915	0	0	0	0	0	0	0	0	0
ENSG00000177156	3914	4930	5041	3092	3774	3856	4151	3645	4707
ENSG00000177225	2080	2454	2214	1679	1685	1984	2051	1468	2334
ENSG00000255284	26	62	67	26	61	36	47	22	51
ENSG00000279672	50	74	34	56	41	52	92	50	89
ENSG00000177236	16	60	34	37	32	26	58	36	51
ENSG00000255142	28	34	28	4	18	18	26	14	20
ENSG00000184524	34	22	90	32	4	60	22	30	10
ENSG00000177542	424	440	456	320	371	478	379	409	564
ENSG00000288675	40	24	22	34	18	22	22	28	36
ENSG00000177595	335	515	274	342	284	408	388	413	310
ENSG00000177600	2141	2827	4595	1572	1970	1862	2156	1787	2397
ENSG00000199785	5	28	46	10	8	0	0	2	33
ENSG00000177666	812	1053	722	712	635	676	986	704	930
ENSG00000255108	16	8	12	4	8	26	22	18	2
ENSG00000177685	168	132	142	138	130	214	169	132	110
ENSG00000177697	8456	11034	7912	6730	7268	8354	8170	7333	8151
ENSG00000177700	541	631	708	331	572	635	657	512	579
ENSG00000214063	418	702	442	492	429	628	563	339	748
ENSG00000250397	18	6	0	24	16	1	9	22	4
ENSG00000177830	818	1106	967	651	703	915	888	721	924
ENSG00000183020	3237	4299	3830	2769	3130	3696	3607	3045	3559
ENSG00000222561	10	8	0	0	4	0	0	0	0
ENSG00000264671	0	0	0	0	0	0	0	0	0
ENSG00000184956	0	0	0	0	0	2	12	4	0
ENSG00000254872	0	0	2	4	0	0	0	0	4
ENSG00000198788	2	0	2	2	0	6	4	2	14
ENSG00000215182	0	0	0	0	0	0	0	0	0
ENSG00000286275	0	0	0	0	0	0	0	0	0
ENSG00000117983	4	0	0	0	2	0	0	0	1
ENSG00000255177	8	0	0	0	0	0	0	0	0
ENSG00000078902	2603	2799	2373	1997	2260	2605	2689	2338	2395
ENSG00000255153	10	10	20	10	8	10	8	6	0
ENSG00000287935	0	0	0	0	0	0	0	0	0
ENSG00000285985	0	0	0	0	0	0	0	0	0
ENSG00000174672	16	30	28	12	24	22	16	9	18
ENSG00000285581	16	6	22	16	20	8	12	15	49
ENSG00000182208	568	465	371	345	270	546	496	347	425
ENSG00000184545	244	352	272	250	262	329	264	291	306
ENSG00000233930	36	16	68	16	30	16	42	46	18
ENSG00000205869	0	0	0	0	0	4	0	0	0
ENSG00000205867	0	0	0	4	0	0	0	0	0
ENSG00000196224	0	0	0	0	0	0	0	0	0
ENSG00000241598	0	0	0	0	0	0	0	0	0
ENSG00000185940	0	0	0	0	0	0	0	0	0
ENSG00000231487	0	0	0	0	0	0	0	0	0
ENSG00000205866	0	0	0	0	0	0	0	0	0
ENSG00000205865	0	0	0	0	0	0	0	0	0
ENSG00000227306	0	0	0	0	0	0	0	0	0
ENSG00000205864	0	0	0	0	0	0	8	0	0
ENSG00000244242	94	68	32	56	36	78	38	20	76
ENSG00000250644	3575	4545	3182	2815	3092	3391	3779	3145	3744
ENSG00000117984	4150	5263	3775	3239	3584	4017	4374	3634	4295
ENSG00000235027	52	84	41	21	33	30	31	40	6
ENSG00000229512	6	0	0	0	2	0	2	2	0
ENSG00000265587	0	0	0	0	6	0	0	0	0
ENSG00000287484	0	0	0	0	0	0	0	0	0
ENSG00000230834	0	0	0	0	0	0	0	0	0
ENSG00000230980	0	0	0	0	0	0	0	0	0
ENSG00000230080	0	0	0	2	2	2	2	2	0
ENSG00000149043	0	0	0	0	0	0	0	0	0
ENSG00000130598	0	0	0	0	0	0	0	0	0
ENSG00000130592	4	0	0	0	0	4	0	0	12
ENSG00000264493	0	0	0	0	0	0	0	0	0
ENSG00000249086	0	0	0	0	0	0	0	0	0
ENSG00000283787	0	6	0	4	0	0	0	0	2
ENSG00000229671	2	0	0	0	4	0	0	0	0
ENSG00000130595	0	0	0	0	0	0	0	0	0
ENSG00000252187	0	0	0	0	0	0	0	0	0
ENSG00000214026	258	258	146	136	170	254	336	280	212
ENSG00000226416	0	0	0	0	0	0	0	0	0
ENSG00000232987	0	0	0	0	0	0	0	0	0
ENSG00000130600	10	34	26	0	14	8	10	24	4
ENSG00000167244	423	552	374	356	277	480	446	356	448
ENSG00000284779	421	552	368	356	277	472	446	346	448
ENSG00000240801	49	35	36	48	30	65	41	33	39
ENSG00000129965	60	36	28	40	24	18	58	60	68
ENSG00000207805	0	0	0	0	0	0	0	0	0
ENSG00000099869	0	0	4	0	0	0	0	0	0
ENSG00000254647	0	0	0	0	0	0	0	0	0
ENSG00000180176	0	0	0	0	0	0	0	0	0
ENSG00000265258	0	0	0	0	0	0	0	0	0
ENSG00000183734	0	0	0	0	0	0	0	0	0
ENSG00000110665	0	0	0	0	0	4	0	0	0
ENSG00000064201	0	0	0	4	0	0	0	0	0
ENSG00000207308	0	0	0	0	0	0	0	0	0
ENSG00000238184	23	3	8	17	14	3	30	20	32
ENSG00000236264	17	0	12	6	2	4	14	2	3
ENSG00000199550	0	0	0	0	0	0	0	0	0
ENSG00000110651	8054	9182	7590	6102	6650	7704	7766	7504	7773
ENSG00000184281	695	1006	494	560	618	721	631	702	792
ENSG00000230483	2	0	4	10	0	2	2	6	12
ENSG00000070985	1	0	8	0	2	0	0	2	2
ENSG00000053918	0	0	0	0	0	0	0	0	0
ENSG00000269821	1915	2152	2548	2028	1637	1967	1919	1432	2041
ENSG00000236041	0	0	0	0	0	0	0	0	0
ENSG00000229414	2	0	0	0	0	0	0	0	0
ENSG00000237941	0	0	0	0	0	0	0	0	0
ENSG00000129757	10	50	0	4	10	28	30	62	46
ENSG00000254827	0	0	0	0	4	4	1	0	0
ENSG00000110628	32	42	20	6	8	18	6	0	28
ENSG00000181649	242	256	186	160	228	214	244	222	276
ENSG00000205531	7037	7885	9163	5702	6280	6818	7121	6396	6747
ENSG00000207008	0	0	0	12	0	0	5	0	8
ENSG00000183562	0	4	0	6	0	0	0	0	8
ENSG00000110619	2700	3360	3213	2144	2532	2494	2570	2429	2755
ENSG00000247473	6	24	0	0	0	0	12	0	0
ENSG00000201616	3	14	8	1	19	8	6	12	0
ENSG00000285644	4	8	40	8	4	18	8	20	6
ENSG00000236710	12	38	0	17	22	0	2	2	0
ENSG00000021762	1139	1686	1099	852	966	1216	1074	1006	1294
ENSG00000234791	0	0	0	0	0	0	0	0	0
ENSG00000182170	0	0	0	0	0	0	0	0	0
ENSG00000236301	2	0	0	0	0	0	0	0	0
ENSG00000184350	0	0	0	0	0	0	0	0	0
ENSG00000224513	0	0	0	0	0	0	0	0	0
ENSG00000236987	0	0	0	0	0	0	0	0	0
ENSG00000276951	0	0	0	0	0	0	0	0	0
ENSG00000232390	0	0	0	0	0	0	0	0	0
ENSG00000273813	0	0	0	0	4	0	0	0	0
ENSG00000254592	0	0	0	0	0	0	0	0	0
ENSG00000005801	2296	2275	2959	1754	2056	2251	2354	1935	2394
ENSG00000263365	20	7	4	2	18	6	4	8	29
ENSG00000223756	0	0	0	0	0	0	0	0	2
ENSG00000189398	0	12	0	0	0	0	0	0	0
ENSG00000166492	0	8	0	0	4	1	2	0	0
ENSG00000284605	0	0	0	0	0	0	0	0	0
ENSG00000254757	0	0	0	0	0	0	0	0	0
ENSG00000287906	0	0	0	0	0	0	0	0	0
ENSG00000255367	0	0	0	0	0	0	0	0	0
ENSG00000287312	0	0	0	0	0	0	0	0	0
ENSG00000255522	0	0	0	0	0	0	0	0	0
ENSG00000237226	0	0	0	0	0	0	0	0	0
ENSG00000221019	0	0	0	0	0	0	0	0	0
ENSG00000223688	0	0	0	0	0	0	0	0	0
ENSG00000284639	0	0	0	0	0	0	0	0	0
ENSG00000230851	0	0	0	0	0	0	0	0	0
ENSG00000238161	0	0	0	0	0	0	0	0	0
ENSG00000182048	28	14	2	14	12	44	36	20	236
ENSG00000167311	0	0	0	0	0	0	0	2	0
ENSG00000129744	0	0	0	0	0	0	0	0	0
ENSG00000201279	0	0	0	0	0	0	0	3	10
ENSG00000200201	0	0	0	0	0	0	0	2	0
ENSG00000129749	57	38	26	54	44	30	31	40	34
ENSG00000110713	10647	13629	12647	8630	9520	10897	10524	9673	10895
ENSG00000238686	0	0	0	0	0	0	0	0	0
ENSG00000251934	5	4	27	4	2	18	6	11	22
ENSG00000238304	0	0	0	0	0	0	2	0	0
ENSG00000148985	367	416	539	345	266	341	342	335	272
ENSG00000177105	386	558	390	264	414	402	480	348	431
ENSG00000228661	0	0	0	4	0	0	0	0	0
ENSG00000167323	2457	3490	2272	2037	2301	2476	2369	2129	2586
ENSG00000229368	108	146	26	77	107	175	68	76	74
ENSG00000263421	31	40	17	37	39	31	19	35	18
ENSG00000230593	0	0	0	0	2	0	0	0	0
ENSG00000206976	0	0	0	0	0	0	0	0	0
ENSG00000255232	10	0	0	19	0	0	2	0	2
ENSG00000255141	2	0	0	0	2	0	0	0	0
ENSG00000224555	0	0	0	2	0	0	0	0	0
ENSG00000240385	0	6	0	0	0	0	0	0	0
ENSG00000167325	2280	2881	3496	1593	2066	1999	2283	1938	2912
ENSG00000255276	0	0	0	0	0	0	0	0	0
ENSG00000231548	0	0	0	0	0	0	0	0	0
ENSG00000254480	0	0	0	0	4	0	0	0	0
ENSG00000255387	4	0	12	6	2	4	0	4	8
ENSG00000284018	0	0	0	0	0	0	0	0	0
ENSG00000284306	0	0	0	0	0	0	0	0	0
ENSG00000236175	0	0	0	0	0	0	0	0	0
ENSG00000283873	0	0	0	0	0	0	0	0	0
ENSG00000284546	0	0	0	0	0	0	0	0	0
ENSG00000221996	0	0	0	0	0	0	0	0	0
ENSG00000175800	0	0	0	0	0	0	0	0	0
ENSG00000132109	4945	6482	6423	1771	2091	2390	2368	2413	3093
ENSG00000225101	0	0	0	0	0	0	0	4	0
ENSG00000237272	0	0	0	0	0	0	0	3	0
ENSG00000171999	0	0	0	0	0	0	0	0	0
ENSG00000221030	0	0	0	0	0	0	0	0	0
ENSG00000181963	0	0	0	0	0	0	0	0	0
ENSG00000196778	0	8	0	0	0	0	0	0	0
ENSG00000226616	0	0	0	0	0	0	0	0	0
ENSG00000197790	0	0	0	0	0	0	0	0	0
ENSG00000171987	0	0	0	0	0	0	0	0	0
ENSG00000226288	0	0	0	0	0	0	0	0	0
ENSG00000232268	0	0	0	0	0	0	0	0	0
ENSG00000167333	403	562	326	286	374	340	391	264	380
ENSG00000197428	0	0	0	0	0	0	0	0	0
ENSG00000180785	0	0	0	0	0	0	0	0	0
ENSG00000180723	0	0	0	0	0	0	0	0	0
